"length","seed","rf_ptree","rf_ltree","nni_ptree","nni_ltree"
4,35,0,0,0,0
4,36,0,0,0,0
5,35,0,0,0,0
5,36,0,0,0,0
6,35,0.333333333333333,0.333333333333333,1,1
6,36,0,0,0,0
7,35,0,0,0,0
7,36,0,0,0,0
8,35,0,0,0,0
8,36,0,0,0,0
9,35,0,0,0,0
9,36,0,0,0,0
10,35,0,0,0,0
10,36,0.142857142857143,0.142857142857143,1,1
16,35,0.153846153846154,0.0769230769230769,3,1
16,36,0,0.0769230769230769,0,1
32,35,0.0689655172413793,0.0689655172413793,2,2
32,36,0.344827586206897,0.0689655172413793,16,3
64,35,0.311475409836066,0.131147540983607,33,10
64,36,0.114754098360656,0.0327868852459016,10,3
128,35,0.184,0.064,43,11
128,36,0.2,0.072,74,10
256,35,0.201581027667984,0.16600790513834,155,73
256,36,0.154150197628458,0.08300395256917,95,59
512,35,0.147347740667976,0.108055009823183,126,83
512,36,0.206286836935167,0.0903732809430255,310,63
1024,35,0.16258570029383,0.0754162585700294,355,162
1024,36,0.181194906953967,0.112634671890304,612,392
2048,35,0.166748166259169,0.103667481662592,1128,642
2048,36,0.150611246943765,0.0943765281173594,966,417
