"length","seed","rf_ptree","rf_ltree","nni_ptree","nni_ltree"
4,99,0,0,0,0
4,100,0,0,0,0
5,99,0,0,0,0
5,100,0,0,0,0
6,99,0,0,0,0
6,100,0,0,0,0
7,99,0,0,0,0
7,100,0,0,0,0
8,99,0,0,0,0
8,100,0,0,0,0
9,99,0,0,0,0
9,100,0.166666666666667,0.166666666666667,1,1
10,99,0.142857142857143,0.142857142857143,1,1
10,100,0.285714285714286,0.142857142857143,3,1
16,99,0.307692307692308,0.0769230769230769,7,1
16,100,0.0769230769230769,0,1,0
32,99,0.172413793103448,0.0344827586206897,8,1
32,100,0.0689655172413793,0.103448275862069,2,3
64,99,0.147540983606557,0.0819672131147541,12,5
64,100,0.131147540983607,0.147540983606557,11,13
128,99,0.184,0.12,41,27
128,100,0.096,0.048,18,7
256,99,0.201581027667984,0.110671936758893,87,70
256,100,0.158102766798419,0.122529644268775,108,123
512,99,0.220039292730845,0.0707269155206287,401,50
512,100,0.129666011787819,0.0844793713163065,101,62
1024,99,0.147894221351616,0.0783545543584721,336,116
1024,100,0.166503428011753,0.0744368266405485,500,134
2048,99,0.161369193154034,0.107090464547677,857,415
2048,100,0.155501222493888,0.0919315403422983,837,417
